question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
ICT Knowledge Test 8,14,mcq,Which structure repeats a block of code multiple times?,"[""Selection"", ""Loop"", ""Sequence"", ""Variable""]",Loop,,,,,1,
ICT Knowledge Test 8,15,fill_blank,URL stands for Uniform Resource _______.,,Locator,,,,,1,
ICT Knowledge Test 8,16,mcq,What is the main function of RAM?,"[""Store files permanently"", ""Temporary memory for running programs"", ""Connect to the internet"", ""Display graphics""]",Temporary memory for running programs,,,,,1,
ICT Knowledge Test 8,17,fill_blank,Rows in a spreadsheet are labeled with _______.,,numbers,,,,,1,
ICT Knowledge Test 8,18,mcq,A spreadsheet software is used to:,"[""Write letters"", ""Organize data in rows and columns"", ""Draw pictures"", ""Play videos""]",Organize data in rows and columns,,,,,1,
ICT Knowledge Test 8,19,mcq,Which device converts printed documents into digital format?,"[""Printer"", ""Scanner"", ""Webcam"", ""Microphone""]",Scanner,,,,,1,
ICT Knowledge Test 8,20,written,Why is it important to update your operating system regularly?,,"Updates fix security problems, add new features, improve performance, and fix bugs that could cause the computer to malfunction.",,,,,3,
ICT Knowledge Test 8,21,mcq,What is WiFi?,"[""A cable connection"", ""Wireless internet connection"", ""A computer brand"", ""A type of software""]",Wireless internet connection,,,,,1,
ICT Knowledge Test 8,22,mcq,Which is personal information you should NOT share online?,"[""Your favorite color"", ""Your home address"", ""Your favorite book"", ""The weather""]",Your home address,,,,,1,
ICT Knowledge Test 8,23,mcq,Which is a search engine?,"[""Facebook"", ""Google"", ""WhatsApp"", ""Word""]",Google,,,,,1,
ICT Knowledge Test 8,24,fill_blank,Columns in a spreadsheet are labeled with _______.,,letters,,,,,1,
ICT Knowledge Test 8,25,fill_blank,USB stands for Universal _______ Bus.,,Serial,,,,,1,
ICT Knowledge Test 8,26,written,Write an algorithm (step-by-step instructions) for brushing your teeth.,,1. Pick up toothbrush. 2. Put toothpaste on brush. 3. Wet the brush. 4. Brush teeth for 2 minutes. 5. Rinse mouth. 6. Put brush away.,,,,,4,
ICT Knowledge Test 8,27,mcq,Which device connects a computer to the internet?,"[""Monitor"", ""Keyboard"", ""Router"", ""Speaker""]",Router,,,,,1,
ICT Knowledge Test 8,28,fill_blank,A _______ is used to repeat code until a condition is met.,,loop,,,,,1,
ICT Knowledge Test 8,29,mcq,Which of these is an input device?,"[""Printer"", ""Speaker"", ""Keyboard"", ""Monitor""]",Keyboard,,,,,1,
ICT Knowledge Test 8,30,fill_blank,A program that protects your computer from viruses is called _______ software.,,antivirus,,,,,1,
ICT Knowledge Test 8,31,mcq,What does the IF statement check?,"[""A condition"", ""A variable name"", ""A file"", ""A website""]",A condition,,,,,1,
ICT Knowledge Test 8,32,mcq,Which chart type is best for showing parts of a whole?,"[""Line chart"", ""Bar chart"", ""Pie chart"", ""Scatter plot""]",Pie chart,,,,,1,
ICT Knowledge Test 8,33,written,Explain when you would use a bar chart instead of a line chart.,,Bar charts are used to compare different categories or groups. Line charts are used to show changes over time.,,,,,3,
ICT Knowledge Test 8,34,written,"A shop sells items at these prices: RM5, RM8, RM12, RM15. Write the formula to find the average price.",,"=AVERAGE(A1:A4) if prices are in cells A1 to A4, which equals RM10",,,,,2,
ICT Knowledge Test 8,35,matching,Match the software to its purpose,,"Word-Writing documents, Excel-Making spreadsheets, PowerPoint-Creating presentations, Paint-Drawing pictures","[{""left"": ""Word"", ""right"": ""Writing documents""}, {""left"": ""Excel"", ""right"": ""Making spreadsheets""}, {""left"": ""PowerPoint"", ""right"": ""Creating presentations""}, {""left"": ""Paint"", ""right"": ""Drawing pictures""}]",,,,4,
ICT Knowledge Test 8,36,mcq,Which is an example of an operating system?,"[""Google Chrome"", ""Microsoft Word"", ""Windows"", ""Photoshop""]",Windows,,,,,1,
ICT Knowledge Test 8,37,fill_blank,A _______ is a program that lets you view websites.,,browser,,,,,1,
ICT Knowledge Test 8,38,fill_blank,Microsoft Excel is a _______ application.,,spreadsheet,,,,,1,
ICT Knowledge Test 8,39,mcq,What is cyberbullying?,"[""Playing games online"", ""Sending mean messages online"", ""Using the internet"", ""Watching videos""]",Sending mean messages online,,,,,1,
ICT Knowledge Test 8,40,mcq,Which is a safe password practice?,"[""Use \""password123\"""", ""Share with friends"", ""Use mix of letters, numbers, symbols"", ""Use your birthday""]","Use mix of letters, numbers, symbols",,,,,1,
ICT Knowledge Test 8,41,matching,Match the device to its type,,"Keyboard-Input, Monitor-Output, Hard Drive-Storage, Mouse-Input","[{""left"": ""Keyboard"", ""right"": ""Input""}, {""left"": ""Monitor"", ""right"": ""Output""}, {""left"": ""Hard Drive"", ""right"": ""Storage""}, {""left"": ""Mouse"", ""right"": ""Input""}]",,,,4,
ICT Knowledge Test 8,42,mcq,What does the CPU do?,"[""Stores data permanently"", ""Processes instructions"", ""Displays images"", ""Prints documents""]",Processes instructions,,,,,1,
ICT Knowledge Test 8,43,written,Explain the difference between RAM and ROM.,,RAM (Random Access Memory) is temporary memory that loses data when powered off. ROM (Read Only Memory) is permanent memory that keeps data even when powered off.,,,,,3,
Digital Skills Assessment 9,1,drawing,"Draw and label a simple computer system showing: Monitor, CPU (System Unit), Keyboard, and Mouse.",,"Drawing showing monitor, CPU unit, keyboard, and mouse with labels",,,,,4,"{""type"": ""freehand"", ""instructions"": ""Draw a computer setup with 4 components labeled""}"
Digital Skills Assessment 9,2,mcq,What is phishing?,"[""A fishing game"", ""Trick emails to steal information"", ""A type of website"", ""A search engine""]",Trick emails to steal information,,,,,1,
Digital Skills Assessment 9,3,mcq,A spreadsheet software is used to:,"[""Write letters"", ""Organize data in rows and columns"", ""Draw pictures"", ""Play videos""]",Organize data in rows and columns,,,,,1,
Digital Skills Assessment 9,4,fill_blank,Rows in a spreadsheet are labeled with _______.,,numbers,,,,,1,
Digital Skills Assessment 9,5,mcq,What symbol is used for a decision in a flowchart?,"[""Rectangle"", ""Diamond"", ""Oval"", ""Circle""]",Diamond,,,,,1,
Digital Skills Assessment 9,6,mcq,What is a web browser used for?,"[""Create documents"", ""View websites"", ""Edit photos"", ""Play games only""]",View websites,,,,,1,
Digital Skills Assessment 9,7,fill_blank,RAM stands for Random _______ Memory.,,Access,,,,,1,
Digital Skills Assessment 9,8,mcq,Which software would you use to create a presentation?,"[""Excel"", ""Word"", ""PowerPoint"", ""Paint""]",PowerPoint,,,,,1,
Digital Skills Assessment 9,9,drawing,Draw lines to connect each input device to the correct computer port.,,Lines connecting devices to appropriate ports,,,,,3,"{""type"": ""connect"", ""instructions"": ""Match devices to ports""}"
Digital Skills Assessment 9,10,fill_blank,The worldwide network of computers is called the _______.,,internet,,,,,1,
Digital Skills Assessment 9,11,mcq,Which is NOT an operating system?,"[""Windows"", ""macOS"", ""Linux"", ""Microsoft Office""]",Microsoft Office,,,,,1,
Digital Skills Assessment 9,12,fill_blank,Unwanted commercial email is called _______.,,spam,,,,,1,
Digital Skills Assessment 9,13,fill_blank,CPU stands for _______ Processing Unit.,,Central,,,,,1,
Digital Skills Assessment 9,14,fill_blank,A program that protects your computer from viruses is called _______ software.,,antivirus,,,,,1,
Digital Skills Assessment 9,15,mcq,What does the IF statement check?,"[""A condition"", ""A variable name"", ""A file"", ""A website""]",A condition,,,,,1,
Digital Skills Assessment 9,16,drawing,Draw a flowchart showing the steps to make a cup of tea.,,"Flowchart with Start, Boil water, Add tea bag, Pour water, Wait, Remove tea bag, End",,,,,5,"{""type"": ""flowchart"", ""instructions"": ""Draw the process in order with correct symbols""}"
Digital Skills Assessment 9,17,fill_blank,A _______ connects devices in a network and directs data traffic.,,router,,,,,1,
Digital Skills Assessment 9,18,fill_blank,Microsoft Excel is a _______ application.,,spreadsheet,,,,,1,
Digital Skills Assessment 9,19,mcq,What does the lock icon in a browser address bar mean?,"[""Site is blocked"", ""Connection is secure"", ""Site is slow"", ""You cannot use the site""]",Connection is secure,,,,,1,
Digital Skills Assessment 9,20,written,What should you do if you see cyberbullying online?,,"Do not respond, take screenshots as evidence, block the person, report it to the platform, and tell a trusted adult.",,,,,3,
Digital Skills Assessment 9,21,fill_blank,Software that damages computers is called _______.,,malware,,,,,1,
Digital Skills Assessment 9,22,written,What is the difference between a sequence and a loop in programming?,,A sequence runs instructions one after another in order. A loop repeats instructions multiple times until a condition is met.,,,,,3,
Digital Skills Assessment 9,23,matching,Match the software to its purpose,,"Word-Writing documents, Excel-Making spreadsheets, PowerPoint-Creating presentations, Paint-Drawing pictures","[{""left"": ""Word"", ""right"": ""Writing documents""}, {""left"": ""Excel"", ""right"": ""Making spreadsheets""}, {""left"": ""PowerPoint"", ""right"": ""Creating presentations""}, {""left"": ""Paint"", ""right"": ""Drawing pictures""}]",,,,4,
Digital Skills Assessment 9,24,fill_blank,USB stands for Universal _______ Bus.,,Serial,,,,,1,
Digital Skills Assessment 9,25,written,Explain why you should not click on links in emails from unknown senders.,,"Unknown links may contain viruses, lead to fake websites, or try to steal your personal information through phishing attacks.",,,,,3,
Digital Skills Assessment 9,26,mcq,Which chart type is best for showing parts of a whole?,"[""Line chart"", ""Bar chart"", ""Pie chart"", ""Scatter plot""]",Pie chart,,,,,1,
Digital Skills Assessment 9,27,fill_blank,A _______ is a program that lets you view websites.,,browser,,,,,1,
Digital Skills Assessment 9,28,written,Explain when you would use a bar chart instead of a line chart.,,Bar charts are used to compare different categories or groups. Line charts are used to show changes over time.,,,,,3,
Digital Skills Assessment 9,29,mcq,Which device converts printed documents into digital format?,"[""Printer"", ""Scanner"", ""Webcam"", ""Microphone""]",Scanner,,,,,1,
Digital Skills Assessment 9,30,mcq,What does WWW stand for?,"[""World Wide Web"", ""Wide World Web"", ""World Web Wide"", ""Web World Wide""]",World Wide Web,,,,,1,
Digital Skills Assessment 9,31,fill_blank,Columns in a spreadsheet are labeled with _______.,,letters,,,,,1,
Digital Skills Assessment 9,32,written,Explain the difference between system software and application software. Give one example of each.,,"System software (e.g., Windows) controls hardware and runs the computer. Application software (e.g., Word) helps users do specific tasks like writing documents.",,,,,3,
Digital Skills Assessment 9,33,mcq,What should you do if a stranger online asks for your address?,"[""Give it to them"", ""Ask your parents first"", ""Never share and tell an adult"", ""Share if they seem nice""]",Never share and tell an adult,,,,,1,
Digital Skills Assessment 9,34,written,Give three examples of input devices and explain what each does.,,1. Keyboard - allows typing text. 2. Mouse - allows pointing and clicking. 3. Microphone - allows recording sound.,,,,,3,
Digital Skills Assessment 9,35,matching,Match the function to what it does,,"SUM-Adds numbers, AVERAGE-Finds mean, MAX-Finds highest, MIN-Finds lowest","[{""left"": ""SUM"", ""right"": ""Adds numbers""}, {""left"": ""AVERAGE"", ""right"": ""Finds mean""}, {""left"": ""MAX"", ""right"": ""Finds highest""}, {""left"": ""MIN"", ""right"": ""Finds lowest""}]",,,,4,
Digital Skills Assessment 9,36,written,Why is it important to update your operating system regularly?,,"Updates fix security problems, add new features, improve performance, and fix bugs that could cause the computer to malfunction.",,,,,3,
Digital Skills Assessment 9,37,written,List 3 rules for staying safe online.,,1. Never share personal information. 2. Use strong passwords. 3. Tell an adult if something makes you uncomfortable. 4. Only visit trusted websites.,,,,,3,
Digital Skills Assessment 9,38,mcq,What is an algorithm?,"[""A type of computer"", ""Step-by-step instructions"", ""A programming language"", ""A website""]",Step-by-step instructions,,,,,1,
Digital Skills Assessment 9,39,mcq,Which software helps edit photos?,"[""Notepad"", ""Calculator"", ""Photoshop"", ""VLC""]",Photoshop,,,,,1,
Digital Skills Assessment 9,40,mcq,Which device is used to display information on a screen?,"[""Keyboard"", ""Mouse"", ""Monitor"", ""Speaker""]",Monitor,,,,,1,
Programming & Computing 10,1,fill_blank,A _______ connects devices in a network and directs data traffic.,,router,,,,,1,
Programming & Computing 10,2,mcq,What is a touchscreen?,"[""Only input device"", ""Only output device"", ""Both input and output device"", ""Storage device""]",Both input and output device,,,,,1,
Programming & Computing 10,3,mcq,What does the IF statement check?,"[""A condition"", ""A variable name"", ""A file"", ""A website""]",A condition,,,,,1,
Programming & Computing 10,4,written,List 3 rules for staying safe online.,,1. Never share personal information. 2. Use strong passwords. 3. Tell an adult if something makes you uncomfortable. 4. Only visit trusted websites.,,,,,3,
Programming & Computing 10,5,mcq,What is cyberbullying?,"[""Playing games online"", ""Sending mean messages online"", ""Using the internet"", ""Watching videos""]",Sending mean messages online,,,,,1,
Programming & Computing 10,6,fill_blank,HTTP stands for HyperText Transfer _______.,,Protocol,,,,,1,
Programming & Computing 10,7,mcq,A spreadsheet software is used to:,"[""Write letters"", ""Organize data in rows and columns"", ""Draw pictures"", ""Play videos""]",Organize data in rows and columns,,,,,1,
Programming & Computing 10,8,matching,Match the internet term to its meaning,,"Browser-Views websites, Email-Electronic mail, Password-Secret code to login, Download-Get files from internet","[{""left"": ""Browser"", ""right"": ""Views websites""}, {""left"": ""Email"", ""right"": ""Electronic mail""}, {""left"": ""Password"", ""right"": ""Secret code to login""}, {""left"": ""Download"", ""right"": ""Get files from internet""}]",,,,4,
Programming & Computing 10,9,mcq,What does WWW stand for?,"[""World Wide Web"", ""Wide World Web"", ""World Web Wide"", ""Web World Wide""]",World Wide Web,,,,,1,
Programming & Computing 10,10,mcq,Which is NOT an operating system?,"[""Windows"", ""macOS"", ""Linux"", ""Microsoft Office""]",Microsoft Office,,,,,1,
Programming & Computing 10,11,mcq,What is WiFi?,"[""A cable connection"", ""Wireless internet connection"", ""A computer brand"", ""A type of software""]",Wireless internet connection,,,,,1,
Programming & Computing 10,12,mcq,"In Excel, what is a cell?","[""A row"", ""A column"", ""The intersection of a row and column"", ""A formula""]",The intersection of a row and column,,,,,1,
Programming & Computing 10,13,mcq,What does the AVERAGE function do?,"[""Finds the total"", ""Finds the middle value"", ""Finds the mean"", ""Counts cells""]",Finds the mean,,,,,1,
Programming & Computing 10,14,fill_blank,CPU stands for _______ Processing Unit.,,Central,,,,,1,
Programming & Computing 10,15,mcq,Which chart type is best for showing parts of a whole?,"[""Line chart"", ""Bar chart"", ""Pie chart"", ""Scatter plot""]",Pie chart,,,,,1,
Programming & Computing 10,16,written,Explain why planning with a flowchart is important before writing code.,,"Flowcharts help visualize the logic, identify errors early, make code easier to write, and help others understand your plan.",,,,,3,
Programming & Computing 10,17,written,Why is it important to update your operating system regularly?,,"Updates fix security problems, add new features, improve performance, and fix bugs that could cause the computer to malfunction.",,,,,3,
Programming & Computing 10,18,mcq,Which storage device can hold the most data?,"[""CD"", ""Floppy disk"", ""Hard drive"", ""USB stick (4GB)""]",Hard drive,,,,,1,
Programming & Computing 10,19,mcq,Which function adds up numbers in Excel?,"[""AVERAGE"", ""COUNT"", ""SUM"", ""MAX""]",SUM,,,,,1,
Programming & Computing 10,20,drawing,"Draw and label a simple computer system showing: Monitor, CPU (System Unit), Keyboard, and Mouse.",,"Drawing showing monitor, CPU unit, keyboard, and mouse with labels",,,,,4,"{""type"": ""freehand"", ""instructions"": ""Draw a computer setup with 4 components labeled""}"
Programming & Computing 10,21,matching,Match the function to what it does,,"SUM-Adds numbers, AVERAGE-Finds mean, MAX-Finds highest, MIN-Finds lowest","[{""left"": ""SUM"", ""right"": ""Adds numbers""}, {""left"": ""AVERAGE"", ""right"": ""Finds mean""}, {""left"": ""MAX"", ""right"": ""Finds highest""}, {""left"": ""MIN"", ""right"": ""Finds lowest""}]",,,,4,
Programming & Computing 10,22,written,"Write the formula to add the values in cells B2, B3, B4, and B5.",,=SUM(B2:B5) or =B2+B3+B4+B5,,,,,2,
Programming & Computing 10,23,drawing,Draw lines to connect each input device to the correct computer port.,,Lines connecting devices to appropriate ports,,,,,3,"{""type"": ""connect"", ""instructions"": ""Match devices to ports""}"
Programming & Computing 10,24,written,What should you do if you see cyberbullying online?,,"Do not respond, take screenshots as evidence, block the person, report it to the platform, and tell a trusted adult.",,,,,3,
Programming & Computing 10,25,fill_blank,"To find the highest value, you use the _______ function.",,MAX,,,,,1,
Programming & Computing 10,26,fill_blank,RAM stands for Random _______ Memory.,,Access,,,,,1,
Programming & Computing 10,27,mcq,Which of these is an input device?,"[""Printer"", ""Speaker"", ""Keyboard"", ""Monitor""]",Keyboard,,,,,1,
Programming & Computing 10,28,mcq,A network of computers within a school is called:,"[""WAN"", ""LAN"", ""MAN"", ""Internet""]",LAN,,,,,1,
Programming & Computing 10,29,mcq,"In Scratch, which block makes a sprite move?","[""say"", ""move"", ""wait"", ""ask""]",move,,,,,1,
Programming & Computing 10,30,mcq,What is a variable in programming?,"[""A fixed number"", ""A container that stores data"", ""A type of loop"", ""A hardware part""]",A container that stores data,,,,,1,
Programming & Computing 10,31,drawing,Draw a simple network diagram showing 4 computers connected to a router.,,Diagram with router in center and 4 computers connected to it,,,,,4,"{""type"": ""freehand"", ""instructions"": ""Draw a star topology with router in center""}"
Programming & Computing 10,32,fill_blank,A _______ is used to repeat code until a condition is met.,,loop,,,,,1,
Programming & Computing 10,33,matching,Match the software to its purpose,,"Word-Writing documents, Excel-Making spreadsheets, PowerPoint-Creating presentations, Paint-Drawing pictures","[{""left"": ""Word"", ""right"": ""Writing documents""}, {""left"": ""Excel"", ""right"": ""Making spreadsheets""}, {""left"": ""PowerPoint"", ""right"": ""Creating presentations""}, {""left"": ""Paint"", ""right"": ""Drawing pictures""}]",,,,4,
Programming & Computing 10,34,mcq,Which structure repeats a block of code multiple times?,"[""Selection"", ""Loop"", ""Sequence"", ""Variable""]",Loop,,,,,1,
Programming & Computing 10,35,fill_blank,A computer that provides services to other computers is called a _______.,,server,,,,,1,
Programming & Computing 10,36,fill_blank,A device that produces sound output is called a _______.,,speaker,,,,,1,
Programming & Computing 10,37,mcq,What does the lock icon in a browser address bar mean?,"[""Site is blocked"", ""Connection is secure"", ""Site is slow"", ""You cannot use the site""]",Connection is secure,,,,,1,
Programming & Computing 10,38,mcq,Which is a search engine?,"[""Facebook"", ""Google"", ""WhatsApp"", ""Word""]",Google,,,,,1,
Programming & Computing 10,39,mcq,Which is an output device?,"[""Mouse"", ""Keyboard"", ""Scanner"", ""Printer""]",Printer,,,,,1,
Programming & Computing 10,40,fill_blank,Rows in a spreadsheet are labeled with _______.,,numbers,,,,,1,
Programming & Computing 10,41,fill_blank,Microsoft Excel is a _______ application.,,spreadsheet,,,,,1,
Programming & Computing 10,42,matching,Match the network device to its function,,"Router-Connects networks, Switch-Connects devices in LAN, Modem-Converts signals, Server-Stores and shares data","[{""left"": ""Router"", ""right"": ""Connects networks""}, {""left"": ""Switch"", ""right"": ""Connects devices in LAN""}, {""left"": ""Modem"", ""right"": ""Converts signals""}, {""left"": ""Server"", ""right"": ""Stores and shares data""}]",,,,4,
Programming & Computing 10,43,fill_blank,Software that is free to use is called _______ software.,,freeware,,,,,1,
Programming & Computing 10,44,fill_blank,URL stands for Uniform Resource _______.,,Locator,,,,,1,
Programming & Computing 10,45,mcq,Which software helps edit photos?,"[""Notepad"", ""Calculator"", ""Photoshop"", ""VLC""]",Photoshop,,,,,1,
