question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Mathematics Practice 10,19,mcq,What is 1/2 + 1/4?,"[""2/6"", ""3/4"", ""1/6"", ""2/4""]",3/4,,,,,1,
Mathematics Practice 10,20,mcq,"If a = 4 and b = 3, what is a + b + ab?","[""12"", ""19"", ""10"", ""7""]",19,,,,,1,
Mathematics Practice 10,21,fill_blank,The perimeter of a square with side 7cm is _______ cm.,,28,,,,,1,
Mathematics Practice 10,22,mcq,What is 3.5 + 2.75?,"[""5.25"", ""6.00"", ""6.25"", ""5.75""]",6.25,,,,,1,
Mathematics Practice 10,23,mcq,What is the value of 2n when n = 6?,"[""8"", ""12"", ""26"", ""3""]",12,,,,,1,
Mathematics Practice 10,24,fill_blank,"If p = 7, calculate 4p - 10",,18,,,,,1,
Mathematics Practice 10,25,mcq,Round 4.567 to one decimal place:,"[""4.5"", ""4.6"", ""4.7"", ""5.0""]",4.6,,,,,1,
Mathematics Practice 10,26,mcq,How many sides does a hexagon have?,"[""5"", ""6"", ""7"", ""8""]",6,,,,,1,
Mathematics Practice 10,27,mcq,A film starts at 14:30 and lasts 1 hour 45 minutes. What time does it end?,"[""15:15"", ""15:45"", ""16:15"", ""16:45""]",16:15,,,,,1,
Mathematics Practice 10,28,written,"The ratio of boys to girls in a class is 3:2. If there are 15 boys, how many girls are there?",,"Boys:Girls = 3:2. If 3 parts = 15, then 1 part = 5. Girls = 2 × 5 = 10",,,,,2,
Mathematics Practice 10,29,mcq,"The mean of 4, 8, 6, 10, 12 is:","[""6"", ""8"", ""10"", ""12""]",8,,,,,1,
Mathematics Practice 10,30,mcq,Convert 3/4 to a percentage:,"[""25%"", ""50%"", ""75%"", ""100%""]",75%,,,,,1,
Mathematics Practice 10,31,mcq,What is 5 + 9 × 3?,"[""42"", ""32"", ""27"", ""17""]",32,,,,,1,
Mathematics Practice 10,32,mcq,"If an item costs RM50 and is discounted by 10%, the new price is:","[""RM40"", ""RM45"", ""RM55"", ""RM60""]",RM45,,,,,1,
Mathematics Practice 10,33,mcq,"The range of 15, 23, 8, 31, 12 is:","[""15"", ""23"", ""31"", ""23""]",23,,,,,1,
Mathematics Practice 10,34,fill_blank,Convert 5000ml to liters: _______ L,,5,,,,,1,
Mathematics Practice 10,35,fill_blank,What is 144 ÷ 12?,,12,,,,,1,
Mathematics Practice 10,36,mcq,Solve: y + 7 = 15. What is y?,"[""7"", ""8"", ""22"", ""10""]",8,,,,,1,
Mathematics Practice 10,37,written,A tank can hold 500 liters of water. It is 3/5 full. How many more liters are needed to fill it?,,Water in tank = 500 × 3/5 = 300L. Space remaining = 500 - 300 = 200 liters,,,,,3,
Mathematics Practice 10,38,fill_blank,Calculate: 456 + 789 = _______,,1245,,,,,1,
Mathematics Practice 10,39,mcq,How many grams are in 2.5 kg?,"[""250g"", ""2500g"", ""25g"", ""25000g""]",2500g,,,,,1,
Mathematics Practice 10,40,mcq,Calculate: 6 × (4 + 5),"[""29"", ""54"", ""45"", ""33""]",54,,,,,1,
Mathematics Practice 10,41,mcq,Simplify: 12/18,"[""4/6"", ""2/3"", ""6/9"", ""3/4""]",2/3,,,,,1,
Mathematics Practice 10,42,fill_blank,A train travels at 80km/h. How far does it travel in 3 hours?,,240,,,,,1,
Mathematics Practice 10,43,fill_blank,Express 0.6 as a percentage: _______%.,,60,,,,,1,
Mathematics Practice 10,44,mcq,What type of angle is 135°?,"[""Acute"", ""Right"", ""Obtuse"", ""Reflex""]",Obtuse,,,,,1,
Mathematics Practice 10,45,fill_blank,Calculate: 3.5 + 2.7 = _______,,6.2,,,,,1,
Mathematics Practice 10,46,fill_blank,"The total of 5, 10, 15, 20 is _______. The mean is _______.",,"50, 12.5",,,,,2,
Mathematics Practice 10,47,written,Show your working: A shop sells pencils at RM0.80 each. How much do 15 pencils cost?,,15 × RM0.80 = RM12.00,,,,,2,
Mathematics Practice 10,48,fill_blank,A triangle has angles of 60° and 80°. The third angle is _______ degrees.,,40,,,,,1,
Mathematics Practice 10,49,mcq,What is the area of a rectangle with length 8cm and width 5cm?,"[""13cm²"", ""40cm²"", ""26cm²"", ""80cm²""]",40cm²,,,,,1,
