question_set_title,question_number,question_type,question_text,options,correct_answer,matching_pairs,labels,explanation,hint,marks,drawing_template
Reading & Writing Skills 9,29,written,Write a sentence using a semicolon correctly.,,Example: I love reading; my sister prefers sports.,,,,,2,
Reading & Writing Skills 9,30,mcq,Which sentence uses the past perfect tense correctly?,"[""I have eaten lunch."", ""I had eaten lunch before she arrived."", ""I eat lunch daily."", ""I will have eaten.""]",I had eaten lunch before she arrived.,,,,,1,
Reading & Writing Skills 9,31,mcq,Choose the correct word: She ____ to school every day.,"[""go"", ""goes"", ""going"", ""gone""]",goes,,,,,1,
Reading & Writing Skills 9,32,mcq,"What does ""abundant"" mean?","[""scarce"", ""plentiful"", ""tiny"", ""dark""]",plentiful,,,,,1,
Reading & Writing Skills 9,33,written,"Explain the difference between ""their"", ""there"", and ""they're"". Give an example sentence for each.",,"Their = possessive (their book), There = place (over there), They're = they are (they're happy)",,,,,3,
Reading & Writing Skills 9,34,mcq,"Maya practiced the piano every day for months. When the recital came, her fingers danced across the keys effortlessly. What can you infer about Maya?","[""She never practiced"", ""Her hard work paid off"", ""She hates piano"", ""She played poorly""]",Her hard work paid off,,,,,1,
Reading & Writing Skills 9,35,written,Combine these sentences: The cat is fluffy. The cat is orange.,,The cat is fluffy and orange. / The fluffy cat is orange.,,,,,2,
Reading & Writing Skills 9,36,mcq,Identify the adjective: The bright sun rose early.,"[""sun"", ""rose"", ""bright"", ""early""]",bright,,,,,1,
Reading & Writing Skills 9,37,mcq,Which word is a conjunction?,"[""quickly"", ""however"", ""beautiful"", ""happily""]",however,,,,,1,
Reading & Writing Skills 9,38,mcq,Which sentence uses a colon correctly?,"[""I need: eggs and milk."", ""I need these items: eggs and milk."", ""I: need eggs and milk."", ""I need eggs: and milk.""]",I need these items: eggs and milk.,,,,,1,
Reading & Writing Skills 9,39,mcq,"Which word means ""to make something clear""?","[""confuse"", ""clarify"", ""complicate"", ""conceal""]",clarify,,,,,1,
Reading & Writing Skills 9,40,fill_blank,A person who writes books is called an _______.,,author,,,,,1,
Reading & Writing Skills 9,41,fill_blank,Correct the spelling: The _______ (neccessary) items are in the bag.,,necessary,,,,,1,
Reading & Writing Skills 9,42,mcq,Which is spelled correctly?,"[""goverment"", ""government"", ""goverment"", ""governmant""]",government,,,,,1,
Reading & Writing Skills 9,43,mcq,"Select the correct form: If I ____ you, I would apologize.","[""am"", ""was"", ""were"", ""be""]",were,,,,,1,
English Language Practice 10,1,fill_blank,"The past tense of ""swim"" is _______.",,swam,,,,,1,
English Language Practice 10,2,written,Rewrite the following sentence in passive voice: The cat chased the mouse.,,The mouse was chased by the cat.,,,,,2,
English Language Practice 10,3,mcq,Identify the noun in: Happiness is important.,"[""is"", ""important"", ""Happiness"", ""none""]",Happiness,,,,,1,
English Language Practice 10,4,mcq,"What type of word is ""under""?","[""noun"", ""verb"", ""preposition"", ""adjective""]",preposition,,,,,1,
English Language Practice 10,5,mcq,"Maya practiced the piano every day for months. When the recital came, her fingers danced across the keys effortlessly. What can you infer about Maya?","[""She never practiced"", ""Her hard work paid off"", ""She hates piano"", ""She played poorly""]",Her hard work paid off,,,,,1,
English Language Practice 10,6,mcq,"The old lighthouse stood on the rocky cliff, its beam cutting through the foggy night. What does the lighthouse do?","[""Creates fog"", ""Shines light through fog"", ""Stands on water"", ""Hides from ships""]",Shines light through fog,,,,,1,
English Language Practice 10,7,fill_blank,"The plural of ""mouse"" is _______.",,mice,,,,,1,
English Language Practice 10,8,mcq,Which is spelled correctly?,"[""goverment"", ""government"", ""goverment"", ""governmant""]",government,,,,,1,
English Language Practice 10,9,written,"Use the word ""reluctant"" in a sentence that shows you understand its meaning.",,Example: She was reluctant to speak in front of the class because she felt nervous.,,,,,2,
English Language Practice 10,10,mcq,Which sentence uses the past perfect tense correctly?,"[""I have eaten lunch."", ""I had eaten lunch before she arrived."", ""I eat lunch daily."", ""I will have eaten.""]",I had eaten lunch before she arrived.,,,,,1,
English Language Practice 10,11,mcq,"Which word means ""to make something clear""?","[""confuse"", ""clarify"", ""complicate"", ""conceal""]",clarify,,,,,1,
English Language Practice 10,12,fill_blank,Correct the spelling: She showed great _______ (independance).,,independence,,,,,1,
English Language Practice 10,13,mcq,Choose the correct spelling:,"[""tommorrow"", ""tomorow"", ""tomorrow"", ""tommorow""]",tomorrow,,,,,1,
English Language Practice 10,14,written,Write a sentence using a semicolon correctly.,,Example: I love reading; my sister prefers sports.,,,,,2,
English Language Practice 10,15,mcq,Which is a compound sentence?,"[""I went home."", ""The cat slept."", ""I went home and my sister stayed."", ""Running fast.""]",I went home and my sister stayed.,,,,,1,
English Language Practice 10,16,written,"Read: ""The rainforest is often called the lungs of the Earth because it produces much of the world's oxygen."" Why is this comparison made?",,"Just as lungs help us breathe by processing air, rainforests produce oxygen that the world needs. Both are essential for life.",,,,,3,
English Language Practice 10,17,mcq,"Select the correct form: If I ____ you, I would apologize.","[""am"", ""was"", ""were"", ""be""]",were,,,,,1,
English Language Practice 10,18,mcq,"What does ""abundant"" mean?","[""scarce"", ""plentiful"", ""tiny"", ""dark""]",plentiful,,,,,1,
English Language Practice 10,19,mcq,Choose the correct spelling:,"[""accomodation"", ""accommodation"", ""acomodation"", ""acommodation""]",accommodation,,,,,1,
English Language Practice 10,20,mcq,Identify the pronoun in: They visited their grandmother yesterday.,"[""visited"", ""grandmother"", ""They"", ""yesterday""]",They,,,,,1,
English Language Practice 10,21,mcq,Which sentence is a question?,"[""The dog runs fast."", ""Where is my book?"", ""I love pizza!"", ""Please sit down.""]",Where is my book?,,,,,1,
English Language Practice 10,22,written,List 3 adjectives to describe a sunset.,,"Examples: beautiful, orange, peaceful, stunning, colorful",,,,,2,
English Language Practice 10,23,mcq,Choose the correct word: She ____ to school every day.,"[""go"", ""goes"", ""going"", ""gone""]",goes,,,,,1,
English Language Practice 10,24,mcq,Which word is an adverb?,"[""beautiful"", ""quickly"", ""happy"", ""table""]",quickly,,,,,1,
English Language Practice 10,25,fill_blank,"The past tense of ""run"" is _______.",,ran,,,,,1,
English Language Practice 10,26,mcq,Which word is a conjunction?,"[""quickly"", ""however"", ""beautiful"", ""happily""]",however,,,,,1,
English Language Practice 10,27,fill_blank,"The opposite of ""generous"" is _______.",,selfish,,,,,1,
English Language Practice 10,28,mcq,Which word is spelled correctly?,"[""recieve"", ""receive"", ""receve"", ""receeve""]",receive,,,,,1,
English Language Practice 10,29,fill_blank,Add the correct punctuation: Its a lovely day,,It's a lovely day.,,,,,1,
English Language Practice 10,30,mcq,"The object in ""She reads books"" is:","[""She"", ""reads"", ""books"", ""She reads""]",books,,,,,1,
English Language Practice 10,31,fill_blank,Correct the spelling: It was a _______ (beautifull) day.,,beautiful,,,,,1,
English Language Practice 10,32,mcq,Which is a proper noun?,"[""city"", ""river"", ""Malaysia"", ""school""]",Malaysia,,,,,1,
English Language Practice 10,33,mcq,Identify the adjective: The bright sun rose early.,"[""sun"", ""rose"", ""bright"", ""early""]",bright,,,,,1,
English Language Practice 10,34,written,Combine these sentences: The cat is fluffy. The cat is orange.,,The cat is fluffy and orange. / The fluffy cat is orange.,,,,,2,
English Language Practice 10,35,fill_blank,"The comparative form of ""good"" is _______.",,better,,,,,1,
English Language Practice 10,36,fill_blank,A person who writes books is called an _______.,,author,,,,,1,
English Language Practice 10,37,mcq,Which word is a verb?,"[""beautiful"", ""running"", ""happy"", ""the""]",running,,,,,1,
English Language Practice 10,38,mcq,Which is spelled correctly?,"[""occurence"", ""occurrence"", ""occurrance"", ""occurance""]",occurrence,,,,,1,
English Language Practice 10,39,mcq,Choose the correct spelling:,"[""definately"", ""definitly"", ""definitely"", ""definatly""]",definitely,,,,,1,
English Language Practice 10,40,mcq,Which sentence uses a colon correctly?,"[""I need: eggs and milk."", ""I need these items: eggs and milk."", ""I: need eggs and milk."", ""I need eggs: and milk.""]",I need these items: eggs and milk.,,,,,1,
English Language Practice 10,41,mcq,Choose the correct spelling:,"[""environment"", ""enviroment"", ""enviornment"", ""enviorment""]",environment,,,,,1,
English Language Practice 10,42,written,"Explain the difference between ""their"", ""there"", and ""they're"". Give an example sentence for each.",,"Their = possessive (their book), There = place (over there), They're = they are (they're happy)",,,,,3,
English Language Practice 10,43,mcq,"Choose the antonym of ""genuine"":","[""real"", ""authentic"", ""fake"", ""true""]",fake,,,,,1,
English Language Practice 10,44,mcq,"""Enormous"" is a synonym for:","[""tiny"", ""huge"", ""average"", ""minimal""]",huge,,,,,1,
English Language Practice 10,45,mcq,Which word is spelled correctly?,"[""seperate"", ""separate"", ""separete"", ""seprate""]",separate,,,,,1,
English Language Practice 10,46,fill_blank,"The plural of ""child"" is _______.",,children,,,,,1,
English Language Practice 10,47,fill_blank,Correct the spelling: The _______ (neccessary) items are in the bag.,,necessary,,,,,1,
English Language Practice 10,48,written,Explain why authors use metaphors in their writing. Give an example.,,"Authors use metaphors to create vivid imagery and help readers understand ideas by comparing them to familiar things. Example: ""Time is money"" compares time to money to show its value.",,,,,3,
English Language Practice 10,49,fill_blank,Correct the spelling: The _______ (libary) is closed today.,,library,,,,,1,
English Language Practice 10,50,mcq,Identify the subject in: The tall boy kicked the ball.,"[""kicked"", ""ball"", ""tall"", ""The tall boy""]",The tall boy,,,,,1,
